Taxon_Group,Taxon,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI
Diptera,Oreoleptis torrenticola,FALSE,,DNI,Oreoleptis torrenticola,Oreoleptis torrenticola,DNI
Other Non-Insect,Oribatei,FALSE,,Oribatida,Oribatida,Oribatida,Oribatida
Other Non-Insect,Oribatida,FALSE,,Oribatida,Oribatida,Oribatida,Oribatida
Diptera,Ormosia,FALSE,,DNI,Ormosia,Ormosia,DNI
Megaloptera,Orohermes,FALSE,,Corydalidae,Orohermes,Orohermes,Corydalidae
Megaloptera,Orohermes crepusculus,FALSE,,Corydalidae,Orohermes,Orohermes,Corydalidae
,Oroperla,FALSE,"single species, mostly California",DNI,Oroperla barbara,Oroperla barbara,DNI
Chironomidae,Oropuella,FALSE,,Oropuella,Oropuella,Oropuella,Oropuella
Chironomidae,Orthocladiinae,FALSE,,DNI,Orthocladiinae,Orthocladiinae,DNI
Chironomidae,Orthocladiinae Genus 5 (Coffman and Ferrington),FALSE,,DNI,Orthocladiinae,Orthocladiinae,DNI
Chironomidae,Orthocladiinae sp. (RAI Taxon # 0001),FALSE,,Oropuella,Oropuella,Oropuella,Oropuella
Chironomidae,Orthocladiinae sp. (RAI Taxon # 0004),FALSE,,DNI,Orthocladiinae,Orthocladiinae,DNI
Chironomidae,Orthocladiinae sp. (RAI Taxon # 0013),FALSE,,DNI,Orthocladiinae,Orthocladiinae,DNI
Chironomidae,Orthocladiinae sp. (RAI Taxon #0001),FALSE,,Oropuella,Oropuella,Oropuella,Oropuella
Chironomidae,Orthocladiinae sp. RAI # 0001,FALSE,,Oropuella,Oropuella,Oropuella,Oropuella
Chironomidae,Orthocladiinae sp. RAI # 0004,FALSE,,DNI,Orthocladiinae,Orthocladiinae,DNI
Chironomidae,Orthocladiinae sp. RAI # 0011,FALSE,,DNI,Orthocladiinae,Orthocladiinae,DNI
Chironomidae,Orthocladiini/Metriocnemini,FALSE,,DNI,Orthocladiinae,Orthocladiinae,DNI
Chironomidae,Orthocladius,FALSE,,Orthocladius,Orthocladius,Orthocladius,Orthocladius
Chironomidae,Orthocladius (Euorthocladius),FALSE,FORMATTING,Orthocladius,Orthocladius (Euorthocladius),Orthocladius (Euorthocladius),Orthocladius
Chironomidae,Orthocladius (Euorthocladius) rivicola group,FALSE,FORMATTING,Orthocladius,Orthocladius (Euorthocladius),Orthocladius (Euorthocladius),Orthocladius
Chironomidae,Orthocladius (Euorthocladius) rivulorum,FALSE,FORMATTING,Orthocladius,Orthocladius (Euorthocladius),Orthocladius (Euorthocladius),Orthocladius
Chironomidae,Orthocladius (Mesorthocladius),FALSE,FORMATTING,Orthocladius,Orthocladius (Mesorthocladius),Orthocladius (Mesorthocladius),Orthocladius
Chironomidae,Orthocladius (Orthocladius),FALSE,,Orthocladius,Orthocladius,Orthocladius,Orthocladius
Chironomidae,Orthocladius (Symposiocladius),FALSE,FORMATTING,Orthocladius,Orthocladius (Symposiocladius),Orthocladius (Symposiocladius),Orthocladius
Chironomidae,Orthocladius (Symposiocladius) lignicola,FALSE,FORMATTING,Orthocladius,Orthocladius (Symposiocladius),Orthocladius (Symposiocladius),Orthocladius
Chironomidae,Orthocladius (Symposiocladius) sp. 2,FALSE,FORMATTING,Orthocladius,Orthocladius (Symposiocladius),Orthocladius (Symposiocladius),Orthocladius
Chironomidae,Orthocladius annectens,FALSE,FORMATTING,Orthocladius,Orthocladius (Orthocladius),Orthocladius (Orthocladius),Orthocladius
Chironomidae,Orthocladius complex,FALSE,,Orthocladius complex,Orthocladius complex,Orthocladius complex,Orthocladius complex
Chironomidae,Orthocladius Complex,FALSE,FORMATTING,Orthocladius complex,Orthocladius complex,Orthocladius complex,Orthocladius complex
Chironomidae,Orthocladius consobrinus,FALSE,,Orthocladius,Orthocladius,Orthocladius,Orthocladius
Chironomidae,Orthocladius Eudactylocladius,FALSE,,Orthocladius,Orthocladius,Orthocladius,Orthocladius
Chironomidae,Orthocladius Euorthocladius,FALSE,FORMATTING,Orthocladius,Orthocladius (Euorthocladius),Orthocladius (Euorthocladius),Orthocladius
Chironomidae,Orthocladius lignicola,FALSE,FORMATTING,Orthocladius,Orthocladius (Symposiocladius),Orthocladius (Symposiocladius),Orthocladius
,Orthocladius Pogonocladius,FALSE,,Orthocladius,Orthocladius,Orthocladius,Orthocladius
Trichoptera,Orthotrichia,FALSE,,DNI,Orthotrichia,Orthotrichia,DNI
Plecoptera,Osobenus,FALSE,Single Species in Genus,DNI,Osobenus yakimae,Osobenus yakimae,DNI
Plecoptera,Osobenus ,FALSE,Trailing space after genus Name,DNI,Osobenus yakimae,Osobenus yakimae,DNI
Plecoptera,Osobenus yakimae,FALSE,Single Species in Genus,DNI,Osobenus yakimae,Osobenus yakimae,DNI
Other Non-Insect,Ostracoda,FALSE,,Ostracoda,Ostracoda,Ostracoda,Ostracoda
,Ostrocerca,FALSE,,DNI,Ostrocerca,Ostrocerca,DNI
Other Non-Insect,Oxidae,FALSE,,DNI,Oxidae,Trombidiformes,DNI
Other Non-Insect,Oxus,FALSE,,Oxus,Oxus,Trombidiformes,DNI
Diptera,Oxycera,FALSE,,Stratiomyidae,Oxycera,Oxycera,DNI
Trichoptera,Oxyethira,FALSE,,Oxyethira,Oxyethira,Oxyethira,DNI
Odonata,Pachydiplax,FALSE,"not known in OR, WA",DNI,Libellulidae,Libellulidae,DNI
,Pachydiplax longipennis,FALSE,"not known in OR, WA",DNI,Libellulidae,Libellulidae,DNI
Terrestrial,Pachyprosopis (Parapachyprosopis),TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Other Non-Insect,Pacifastacus,FALSE,,Pacifastacus,Pacifastacus,Pacifastacus,Pacifastacus
,Pacifastacus connectens,FALSE,,Pacifastacus,Pacifastacus,Pacifastacus,Pacifastacus
Other Non-Insect,Pacifastacus leniusculus,FALSE,,Pacifastacus,Pacifastacus,Pacifastacus,Pacifastacus
Other Non-Insect,Pacifastacus leniusculus leniusculus,FALSE,,Pacifastacus,Pacifastacus,Pacifastacus,Pacifastacus
Chironomidae,Pagastia,FALSE,,Pagastia,Pagastia,Pagastia,Pagastia
Chironomidae,Pagastiella,FALSE,,DNI,Pagastiella,Pagastiella,DNI
Terrestrial,Pagurus aleuticus,TRUE,marine,DNI,DNI,DNI,DNI
Terrestrial,Paha,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Trichoptera,Palaeagapetus,FALSE,single Species in region,Palaeagapetus nearcticus,Palaeagapetus nearcticus,Palaeagapetus nearcticus,DNI
Trichoptera,Palaeagapetus nearcticus,FALSE,single Species in region,Palaeagapetus nearcticus,Palaeagapetus nearcticus,Palaeagapetus nearcticus,DNI
Other Non-Insect,Palaemon,TRUE,Palaemonidae excluded,DNI,DNI,DNI,DNI
,Palaemon modestus,TRUE,Palaemonidae excluded,DNI,DNI,DNI,DNI
Other Non-Insect,Palaemonetes,TRUE,Palaemonidae excluded; Palaemonetes jr. syn of Palaemon,DNI,DNI,DNI,DNI
Other Non-Insect,Palaemonidae,TRUE,Palaemonidae excluded; likely Palaemon,DNI,DNI,DNI,DNI
Terrestrial,Palaeoheterodonta,TRUE,TOO COARSE,DNI,DNI,DNI,DNI
Heteroptera,Palmacorixa,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Diptera,Palpomyiini,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Other Non-Insect,Panisopsis,FALSE,,DNI,Panisopsis,Trombidiformes,DNI
Other Non-Insect,Panisus,FALSE,,DNI,Panisus,Trombidiformes,DNI
Plecoptera,Paracapnia,FALSE,,Capniidae,Capniidae,Capniidae,Capniidae
Chironomidae,Parachaetocladius,FALSE,,Parachaetocladius,Parachaetocladius,Parachaetocladius,DNI
Chironomidae,Parachironomus,FALSE,,DNI,Parachironomus,Parachironomus,DNI
Chironomidae,Paracladopelma,FALSE,,Paracladopelma,Paracladopelma,Paracladopelma,Paracladopelma
Ephemeroptera,Paracloeodes,FALSE,,DNI,Paracloeodes,Paracloeodes,DNI
Ephemeroptera,Paracloeodes minutus,FALSE,,DNI,Paracloeodes,Paracloeodes,DNI
Chironomidae,Paracricotopus,FALSE,,DNI,Paracricotopus,Paracricotopus,DNI
Coleoptera,Paracymus,FALSE,,Hydrophilidae,Paracymus,Paracymus,Hydrophilidae
Diptera,Paradelphomyia,FALSE,,DNI,Paradelphomyia,Paradelphomyia,DNI
Chironomidae,Parakiefferiella,FALSE,,Parakiefferiella,Parakiefferiella,Parakiefferiella,Parakiefferiella
Chironomidae,Paralauterborniella,FALSE,"Single species in Genus, historic spelling issues",DNI,Paralauterborniella,Paralauterborniella,DNI
Chironomidae,Paralauterborniella nigrohalterale,FALSE,"Single species in Genus, historic spelling issues",DNI,Paralauterborniella,Paralauterborniella,DNI
Chironomidae,Paralauterborniella nigrohalteralis,FALSE,"Single species in Genus, historic spelling issues",DNI,Paralauterborniella,Paralauterborniella,DNI
Chironomidae,Paralauterborniella nigrohaltere,FALSE,"Single species in Genus, historic spelling issues",DNI,Paralauterborniella,Paralauterborniella,DNI
Terrestrial,Paraleptonia,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Ephemeroptera,Paraleptophlebia,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Ephemeroptera,Paraleptophlebia bicornuta,FALSE,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Ephemeroptera,Paraleptophlebia Bicornuta Gr.,FALSE,Formatting (Gr.),Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,DNI
Ephemeroptera,Paraleptophlebia bicornuta group,FALSE,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Ephemeroptera,Paraleptophlebia Bicornuta Group,FALSE,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Ephemeroptera,Paraleptophlebia bicornuta Group,FALSE,Formatting,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Ephemeroptera,Paraleptophlebia clara,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Ephemeroptera,Paraleptophlebia debilis,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Ephemeroptera,Paraleptophlebia gregalis,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Ephemeroptera,Paraleptophlebia heteronea,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Ephemeroptera,Paraleptophlebia memorialis,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Ephemeroptera,Paraleptophlebia temporalis,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Ephemeroptera,Paraleptophlebia vaciva,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Ephemeroptera,Paraleptophlebia with tusks,FALSE,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Plecoptera,Paraleuctra,FALSE,,DNI,Leuctridae,Leuctridae,DNI
,Paraleuctra occidentalis,FALSE,,DNI,Leuctridae,Leuctridae,DNI
Chironomidae,Paralimnophyes,FALSE,,DNI,Paralimnophyes,Paralimnophyes,DNI
,Parameletus,FALSE,"not known from OR, WA, known from ID, MT",DNI,Siphlonuridae,Siphlonuridae,DNI
Chironomidae,Paramerina,FALSE,Current Nomenclature,Zavrelimyia,Zavrelimyia,Zavrelimyia,Zavrelimyia
Chironomidae,Paramerina/Zavrelimyia,FALSE,Current Nomenclature,Zavrelimyia,Zavrelimyia,Zavrelimyia,Zavrelimyia
Chironomidae,Parametriocnemus,FALSE,,Parametriocnemus,Parametriocnemus,Parametriocnemus,Parametriocnemus
Other Non-Insect,Paramideopsis,FALSE,,DNI,Paramideopsis,Trombidiformes,DNI
Terrestrial,Paramoera,TRUE,marine,DNI,DNI,DNI,DNI
Oligochaeta,Paranais,FALSE,,Naidinae,Paranais,Oligochaeta,Naidinae
Chironomidae,Parapelopia,FALSE,,DNI,Tanypodinae,Tanypodinae,DNI
Plecoptera,Paraperla,FALSE,,Paraperla,Paraperla,Paraperla,Paraperla
Plecoptera,Paraperla frontalis,FALSE,,Paraperla,Paraperla,Paraperla,Paraperla
Plecoptera,Paraperlinae,FALSE,,DNI,Paraperlinae,Paraperlinae,DNI
Chironomidae,Paraphaenocladius,FALSE,,Paraphaenocladius,Paraphaenocladius,Paraphaenocladius,Paraphaenocladius
Chironomidae,Paraphaenocladius new species,FALSE,undescribed provisional taxon,Paraphaenocladius,Paraphaenocladius,Paraphaenocladius,Paraphaenocladius
Heteroptera,Paraplea,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Lepidoptera,Parapoynx,FALSE,Lot of these are terrestrial,DNI,Lepidoptera,Lepidoptera,DNI
Trichoptera,Parapsyche,FALSE,,DNI,Parapsyche,Parapsyche,DNI
Trichoptera,Parapsyche almota,FALSE,,Parapsyche almota,Parapsyche almota,Parapsyche almota,Parapsyche almota
Trichoptera,Parapsyche elsis,FALSE,,Parapsyche elsis,Parapsyche elsis,Parapsyche elsis,Parapsyche elsis
Trichoptera,Parapsyche elsis complex,FALSE,,Parapsyche elsis,Parapsyche elsis,Parapsyche elsis,Parapsyche elsis
Trichoptera,Parapsyche turbinata,FALSE,,DNI,Parapsyche turbinata,Parapsyche turbinata,DNI
Chironomidae,Parasmittia,FALSE,,DNI,Parasmittia,Parasmittia,DNI
Chironomidae,Paratanytarsus,FALSE,,Paratanytarsus,Paratanytarsus,Paratanytarsus,Paratanytarsus
Chironomidae,Paratendipes,FALSE,,Paratendipes,Paratendipes,Paratendipes,Paratendipes
Other Non-Insect,Parathyas,FALSE,,DNI,Parathyas,Trombidiformes,DNI
,Paratrichocladius,FALSE,,DNI,Paratrichocladius,Paratrichocladius,DNI
Chironomidae,Paratrissocladius,FALSE,,DNI,Paratrissocladius,Paratrissocladius,DNI
Chironomidae,Parochlus,FALSE,,Podonominae,Parochlus,Parochlus,Podonominae
Chironomidae,Parorthocladius,FALSE,,Parorthocladius,Parorthocladius,Parorthocladius,Parorthocladius
Trichoptera,Parthina,FALSE,,DNI,Parthina,Parthina,DNI
Trichoptera,Parthina linea,FALSE,,DNI,Parthina,Parthina,DNI
Other Non-Insect,Partnunia,FALSE,,DNI,Partnunia,Trombidiformes,DNI
Trichoptera,Paucicalcaria,FALSE,,DNI,Hydroptilidae,Hydroptilidae,DNI
Diptera,Pedicia,FALSE,,Pedicia,Pedicia,Pedicia,Pedicia
Diptera,Pedicia/Tricyphona,FALSE,,DNI,Pediciidae,Pediciidae,DNI
,Pedicidiidae,FALSE,spelling error ,DNI,Pediciidae,Pediciidae,DNI
Diptera,Pediciidae,FALSE,,DNI,Pediciidae,Pediciidae,DNI
Trichoptera,Pedomoecus,FALSE,Single Species in Genus,Pedomoecus sierra,Pedomoecus sierra,Pedomoecus sierra,Pedomoecus sierra
Trichoptera,Pedomoecus sierra,FALSE,Single Species in Genus,Pedomoecus sierra,Pedomoecus sierra,Pedomoecus sierra,Pedomoecus sierra
Diptera,Pelecorhynchidae,FALSE,,Glutops,Glutops,Glutops,Glutops
Coleoptera,Peltodytes,FALSE,,Haliplidae,Peltodytes,Peltodytes,Haliplidae
Coleoptera,Peltodytes callosus,FALSE,,Haliplidae,Peltodytes,Peltodytes,Haliplidae
Plecoptera,Peltoperla,FALSE,eastern taxon,DNI,Peltoperlidae,Peltoperlidae,DNI
Plecoptera,Peltoperlidae,FALSE,,DNI,Peltoperlidae,Peltoperlidae,DNI
Chironomidae,Pentaneura,FALSE,,Pentaneura,Pentaneura,Pentaneura,Pentaneura
Chironomidae,Pentaneuriini,FALSE,,DNI,Pentaneurini,Pentaneurini,DNI
Chironomidae,Pentaneurini,FALSE,,DNI,Pentaneurini,Pentaneurini,DNI
Diptera,Pericoma,FALSE,FORMATTING,Pericomaini,Pericomaini,Pericomaini,Pericomaini
Diptera,Pericoma / Telmatoscopus,FALSE,FORMATTING,Pericomaini,Pericomaini,Pericomaini,Pericomaini
Diptera,Pericoma/Telmatoscopus,FALSE,FORMATTING,Pericomaini,Pericomaini,Pericomaini,Pericomaini
Diptera,Pericoma/Telmatoscopus Group,FALSE,FORMATTING,Pericomaini,Pericomaini,Pericomaini,Pericomaini
Diptera,Pericomaini,FALSE,FORMATTING,Pericomaini,Pericomaini,Pericomaini,Pericomaini
Odonata,Perithemis,FALSE,,DNI,Libellulidae,Libellulidae,DNI
,Perlesta,FALSE,eastern taxon not known in region,DNI,Perlidae,Perlidae,DNI
Plecoptera,Perlidae,FALSE,,DNI,Perlidae,Perlidae,DNI
Plecoptera,Perlidae/Perlodidae Group,FALSE,,DNI,Plecoptera,Plecoptera,DNI
Plecoptera,Perlinodes,FALSE,"Single Species in Genus, hisotircally mispelled",Perlinodes aureus,Perlinodes aureus,Perlinodes aureus,Perlinodes aureus
Plecoptera,Perlinodes aurea,FALSE,"Single Species in Genus, hisotircally mispelled",Perlinodes aureus,Perlinodes aureus,Perlinodes aureus,Perlinodes aureus
Plecoptera,Perlinodes aureus,FALSE,"Single Species in Genus, hisotircally mispelled",Perlinodes aureus,Perlinodes aureus,Perlinodes aureus,Perlinodes aureus
Plecoptera,Perlodidae,FALSE,,DNI,Perlodidae,Perlodidae,DNI
Plecoptera,Perlodinae,FALSE,,DNI,Perlodidae,Perlodidae,DNI
Plecoptera,Perlomyia,FALSE,,DNI,Perlomyia,Perlomyia,DNI
Lepidoptera,Pero,TRUE,Terrestrial?,DNI,DNI,DNI,DNI
Terrestrial,Petromyzontidae,TRUE,FISH,DNI,DNI,DNI,DNI
Lepidoptera,Petrophila,FALSE,,Petrophila,Petrophila,Petrophila,DNI
Chironomidae,Phaenopsectra,FALSE,,Phaenopsectra,Phaenopsectra,Phaenopsectra,Phaenopsectra
Chironomidae,Phaenopsectra Punctipes Group,FALSE,,Phaenopsectra,Phaenopsectra,Phaenopsectra,Phaenopsectra
Chironomidae,Phaenopsectra punctipes group,FALSE,,Phaenopsectra,Phaenopsectra,Phaenopsectra,Phaenopsectra
Chironomidae,Phaenopsectra/Tribelos,FALSE,,DNI,Chironominae,Chironominae,DNI
,Phanogomphus,FALSE,,DNI,Gomphidae,Gomphidae,DNI
,Phanogomphus kurilis,FALSE,,DNI,Gomphidae,Gomphidae,DNI
Trichoptera,Philocasca,FALSE,,DNI,Philocasca,Philocasca,DNI
Trichoptera,Philopotamidae,FALSE,,DNI,Philopotamidae,Philopotamidae,DNI
Trichoptera,Philopotamoidea,FALSE,TOO COARSE,DNI,Philopotamoidea,Philopotamoidea,DNI
Diptera,Philorus,FALSE,,Blephariceridae,Blephariceridae,Blephariceridae,Blephariceridae
Diptera,Phoridae,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Trichoptera,Phryganeidae,FALSE,,DNI,Phryganeidae,Phryganeidae,DNI
,Phyllodromia,FALSE,,DNI,Empididae,Empididae,DNI
Other Non-Insect,Physa,FALSE,,Physella,Physella,Physella,Physella
Other Non-Insect,Physa/Physella,FALSE,,Physella,Physella,Physella,Physella
Other Non-Insect,Physella,FALSE,,Physella,Physella,Physella,Physella
Other Non-Insect,Physidae,FALSE,,Physella,Physella,Physella,Physella
,Pictetiella,FALSE,"not known from OR, WA, known from ID, MT",DNI,Perlidae,Perlidae,DNI
,Pictetiella expansa,FALSE,"not known from OR, WA, known from ID, MT",DNI,Perlidae,Perlidae,DNI
Diptera,Pilaria,FALSE,,DNI,Pilaria,Pilaria,DNI
Other Non-Insect,Piona,FALSE,,DNI,Piona,Trombidiformes,DNI
Other Non-Insect,Pionacercus,FALSE,,DNI,Pionacercus,Trombidiformes,DNI
Other Non-Insect,Pionidae,FALSE,,DNI,Pionidae,Trombidiformes,DNI
Other Non-Insect,Piscicola,FALSE,,Hirudinida,Piscicolidae,Piscicolidae,Hirudinida
Other Non-Insect,Piscicola milneri,FALSE,,Hirudinida,Piscicolidae,Piscicolidae,Hirudinida
Other Non-Insect,Piscicola salmositica,FALSE,,Hirudinida,Cystobranchus salmositicus,Cystobranchus salmositicus,Hirudinida
Other Non-Insect,Piscicolidae,FALSE,,Hirudinida,Piscicolidae,Piscicolidae,Hirudinida
Other Non-Insect,Pisidae,FALSE,,Sphaeriidae,Sphaeriidae,Sphaeriidae,Sphaeriidae
Other Non-Insect,Pisidiidae,FALSE,,Sphaeriidae,Sphaeriidae,Sphaeriidae,Sphaeriidae
Other Non-Insect,Pisidium,FALSE,,Sphaeriidae,Pisidium,Pisidium,Sphaeriidae
Other Non-Insect,Placobdella,FALSE,,Hirudinida,Glossiphoniidae,Glossiphoniidae,Hirudinida
Other Non-Insect,Placobdella ornata,FALSE,,Hirudinida,Glossiphoniidae,Glossiphoniidae,Hirudinida
Other Non-Insect,Planaria,FALSE,,Trepaxonemata,Trepaxonemata,Trepaxonemata,Trepaxonemata
Other Non-Insect,Planariidae,FALSE,,Trepaxonemata,Trepaxonemata,Trepaxonemata,Trepaxonemata
Other Non-Insect,Planorbella,FALSE,,DNI,Planorbella,Planorbella,DNI
Other Non-Insect,Planorbella trivolvis,FALSE,,DNI,Planorbella,Planorbella,DNI
Other Non-Insect,Planorbidae,FALSE,,DNI,Planorbidae,Planorbidae,DNI
Other Non-Insect,Planorbula,FALSE,,DNI,Planorbidae,Planorbidae,DNI
Coleoptera,Platambus,FALSE,,Agabinae,Agabinae,Agabinae,DNI
Coleoptera,Plathemis,FALSE,,Agabinae,Agabinae,Agabinae,DNI
Coleoptera,Plathemis lydia,FALSE,,Agabinae,Agabinae,Agabinae,DNI
Other Non-Insect,Platyhydracarus,FALSE,,Athienemanniidae,Platyhydracarus,Trombidiformes,DNI
Chironomidae,Platysmittia,FALSE,,DNI,Platysmittia,Platysmittia,DNI
Chironomidae,Platysmittia bilyji,FALSE,,DNI,Platysmittia,Platysmittia,DNI
Chironomidae,Platysmittia fimbriata,FALSE,,DNI,Platysmittia,Platysmittia,DNI
,Platytipula,FALSE,Subgenus of Tipula,Tipula,Tipula,Tipula,Tipula
Ephemeroptera,Plauditus,FALSE,,DNI,Plauditus,Plauditus,DNI
Ephemeroptera,Plauditus punctiventris,FALSE,,DNI,Iswaeon,Iswaeon,DNI
Plecoptera,Plecoptera,FALSE,,DNI,Plecoptera,Plecoptera,DNI
Other Non-Insect,Pleuroceridae,FALSE,,Juga,Juga,Juga,Juga
Plecoptera,Plumiperla,FALSE,,DNI,Chloroperlidae,Chloroperlidae,DNI
Plecoptera,Plumiperla diversa,FALSE,,DNI,Chloroperlidae,Chloroperlidae,DNI
Plecoptera,Podmosta,FALSE,,DNI,Podmosta,Podmosta,DNI
Other Non-Insect,Podocopida,FALSE,,Ostracoda,Ostracoda,Ostracoda,Ostracoda
Chironomidae,Podonominae,FALSE,,Podonominae,Podonominae,Podonominae,Podonominae
Terrestrial,Poduridae,TRUE,Collembola excluded,DNI,DNI,DNI,DNI
Terrestrial,Polia,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Terrestrial,Polyara,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Other Non-Insect,Polycelis,FALSE,,Polycelis,Polycelis,Polycelis,Polycelis
Other Non-Insect,Polycelis coronata,FALSE,,Polycelis,Polycelis,Polycelis,Polycelis
Trichoptera,Polycentropodidae,FALSE,,DNI,Polycentropodidae,Polycentropodidae,DNI
Trichoptera,Polycentropodinae,FALSE,,DNI,Polycentropodidae,Polycentropodidae,DNI
Trichoptera,Polycentropus,FALSE,,Polycentropus sensu lato,Polycentropus,Polycentropus,Polycentropus sensu lato
Trichoptera,Polycentropus sensu lato,FALSE,,Polycentropus sensu lato,Polycentropus,Polycentropus,Polycentropus sensu lato
Other Non-Insect,Polychaeta,TRUE,Polychaeta excluded,DNI,DNI,DNI,DNI
,Polymitarcyidae,FALSE,not known from region more eastern,DNI,Polymitarcyidae,Polymitarcyidae,DNI
Chironomidae,Polypedilum,FALSE,,Polypedilum,Polypedilum,Polypedilum,Polypedilum
Chironomidae,Polypedilum aviceps,FALSE,,Polypedilum,Polypedilum,Polypedilum,Polypedilum
,Polypedilum Pentapedilum,FALSE,,Polypedilum,Polypedilum,Polypedilum,Polypedilum
Chironomidae,Polypedilum Scalaenum Group,FALSE,,Polypedilum,Polypedilum,Polypedilum,Polypedilum
Chironomidae,Polypedilum scalaenum Group,FALSE,,Polypedilum,Polypedilum,Polypedilum,Polypedilum
,Polypedilum Tripodura Gr.,FALSE,,Polypedilum,Polypedilum,Polypedilum,Polypedilum
Chironomidae,Polypedilum tritum,FALSE,,Polypedilum,Polypedilum,Polypedilum,Polypedilum
Other Non-Insect,Pomatiopsidae,FALSE,TOO COARSE,DNI,Gastropoda,Gastropoda,DNI
,Pomoleuctra,FALSE,,Leuctridae,Leuctridae,Leuctridae,Leuctridae
Other Non-Insect,Porifera,TRUE,Sponges excluded,DNI,DNI,DNI,DNI
Coleoptera,Postelichus,FALSE,,DNI,Postelichus,Postelichus,DNI
Ephemeroptera,Potamanthidae,FALSE,,DNI,Potamanthidae,Potamanthidae,DNI
Other Non-Insect,Potamopyrgus antipodarum,FALSE,Single Species- non-native,DNI,Potamopyrgus antipodarum,Potamopyrgus antipodarum,DNI
Oligochaeta,Potamothrix,FALSE,,Tubificinae,Potamothrix,Oligochaeta,Tubificinae
Chironomidae,Potthastia,FALSE,,Potthastia,Potthastia,Potthastia,Potthastia
Chironomidae,Potthastia Gaedii Gr.,FALSE,formatting,Potthastia,Potthastia Gaedii Group,Potthastia Gaedii Group,Potthastia
Chironomidae,Potthastia gaedii group,FALSE,formatting,Potthastia,Potthastia Gaedii Group,Potthastia Gaedii Group,Potthastia
